Date,Price,Open,High,Low,Vol.,Change %
18-May-10,467.12,469.88,473.38,466.12,-,-0.56%
17-May-10,469.75,471.12,474.12,466.38,-,-0.29%
16-May-10,471.12,471.12,471.38,470.62,-,-0.16%
14-May-10,471.88,480.88,481.12,471.12,-,-1.82%
13-May-10,480.62,490.62,492.75,477.88,-,-2.01%
12-May-10,490.5,493.25,508.12,490.38,-,-0.63%
11-May-10,493.62,493.25,497.88,489.12,-,-0.05%
10-May-10,493.88,508,514.38,491.62,-,-2.80%
9-May-10,508.12,510.88,511.75,506.12,-,-0.05%
7-May-10,508.38,503.5,516.88,498.75,-,0.94%
6-May-10,503.62,512,513.88,500.38,-,-1.71%
5-May-10,512.38,512.62,513.12,502.38,-,0.00%
4-May-10,512.38,500.5,513,493.38,-,2.40%
3-May-10,500.38,502,507.5,491.62,-,-0.94%
30-Apr-10,505.12,495.12,505.12,493.38,-,1.99%
29-Apr-10,495.25,489.62,507.38,488.88,-,1.10%
28-Apr-10,489.88,489.62,495.88,482.38,-,0.03%
27-Apr-10,489.75,488.12,492.88,484.88,-,0.28%
26-Apr-10,488.38,505.88,514.62,485.62,-,-3.34%
25-Apr-10,505.25,503.62,506.12,503.25,-,-0.35%
23-Apr-10,507,508.38,511.88,502.12,-,-0.29%
22-Apr-10,508.5,499.75,511.62,493.12,-,1.78%
21-Apr-10,499.62,498.75,502.12,493.88,-,0.15%
20-Apr-10,498.88,481.75,499.38,481.62,-,3.64%
19-Apr-10,481.38,499.75,501.12,478.62,-,-3.70%
18-Apr-10,499.88,500.38,500.38,499.12,-,2.12%
16-Apr-10,489.5,480.38,491.12,477.62,-,1.90%
15-Apr-10,480.38,473.75,482.62,473.75,-,1.37%
14-Apr-10,473.88,476.38,481.88,470.62,-,-0.47%
13-Apr-10,476.12,465.88,476.38,463.88,-,1.93%
12-Apr-10,467.12,466.12,474.25,466.12,-,0.21%
9-Apr-10,466.12,476.25,478.38,462.88,-,-0.64%
8-Apr-10,469.12,470.25,473.12,467.12,-,-1.34%
7-Apr-10,475.5,463.38,476.38,456.38,-,2.62%
6-Apr-10,463.38,451.38,469.88,450.25,-,2.18%
5-Apr-10,453.5,454.38,454.62,447.12,-,-0.58%
1-Apr-10,456.12,450.88,456.12,449.75,-,1.28%
31-Mar-10,450.38,473.25,473.25,450.38,-,-4.86%
30-Mar-10,473.38,465.62,473.38,464.12,-,1.94%
29-Mar-10,464.38,464.62,469.62,464.12,-,-0.11%
26-Mar-10,464.88,465.5,467.88,464.12,-,-0.27%
25-Mar-10,466.12,476.12,476.12,464.62,-,-2.07%
24-Mar-10,476,474.12,478.62,472.38,-,0.03%
23-Mar-10,475.88,484.75,487.38,475.88,-,-2.31%
22-Mar-10,487.12,484.62,492.62,482.38,-,0.49%
19-Mar-10,484.75,489.5,490.5,483.12,-,-0.95%
18-Mar-10,489.38,488.88,492.62,484.62,-,-1.31%
17-Mar-10,495.88,487.12,498.12,486.12,-,1.74%
16-Mar-10,487.38,482.12,488.88,482.12,-,1.83%
15-Mar-10,478.62,485.12,486.62,477.62,-,-1.34%
12-Mar-10,485.12,481.88,485.88,479.12,-,1.41%
11-Mar-10,478.38,478.38,481.38,475.62,-,-0.57%
10-Mar-10,481.12,488.88,491.88,478.88,-,-1.69%
9-Mar-10,489.38,494.38,494.38,488.12,-,-1.06%
8-Mar-10,494.62,493.12,498.62,493.12,-,0.30%
5-Mar-10,493.12,507.38,508.25,492.38,-,-1.94%
4-Mar-10,502.88,516.38,516.38,499.38,-,-2.47%
3-Mar-10,515.62,504,517.38,504,-,2.31%
2-Mar-10,504,504.75,509.62,498.38,-,-0.15%
1-Mar-10,504.75,519.62,519.62,498.5,-,-2.77%
26-Feb-10,519.12,503.5,519.88,503.5,-,3.03%
25-Feb-10,503.88,513.88,513.88,502.12,-,-1.99%
24-Feb-10,514.12,505.88,515.88,505.88,-,1.58%
23-Feb-10,506.12,513.12,515.12,505.12,-,-1.36%
22-Feb-10,513.12,503.12,517.5,499.38,-,4.96%
19-Feb-10,488.88,483.38,490.12,482.62,-,1.03%
18-Feb-10,483.88,498.12,498.12,483.12,-,-2.22%
17-Feb-10,494.88,501.88,502.38,492.62,-,-1.98%
16-Feb-10,504.88,498.62,508.88,498.62,-,3.96%
12-Feb-10,485.62,484.25,487.25,480.5,-,-1.20%
11-Feb-10,491.5,495.12,501.38,486.62,-,-1.08%
10-Feb-10,496.88,482.62,502.88,480.88,-,3.03%
9-Feb-10,482.25,484.38,488.38,476.88,-,-0.44%
8-Feb-10,484.38,479.12,488.88,478.62,-,2.16%
5-Feb-10,474.12,477,477,467.12,-,-0.32%
4-Feb-10,475.62,467.38,481.88,466.62,-,1.17%
3-Feb-10,470.12,485.38,485.5,468.5,-,-3.47%
2-Feb-10,487,481,492.38,479.75,-,2.66%
1-Feb-10,474.38,475,483.62,473.62,-,0.26%
31-Jan-10,473.12,473.12,473.12,473.12,-,0.00%
29-Jan-10,473.12,486.38,487.88,473.12,-,-2.85%
28-Jan-10,487,485.12,489.12,483.12,-,0.46%
27-Jan-10,484.75,492.38,493.62,483.12,-,-1.67%
26-Jan-10,493,497.75,497.75,491.62,-,-0.98%
25-Jan-10,497.88,498.38,503.88,496.5,-,-0.05%
22-Jan-10,498.12,500.38,501.88,495.12,-,-0.45%
21-Jan-10,500.38,498.25,500.38,493.12,-,2.35%
20-Jan-10,488.88,499.38,499.38,485.38,-,-2.08%
19-Jan-10,499.25,509.88,509.88,497,-,-2.08%
18-Jan-10,509.88,509.88,509.88,509.88,-,0.00%
15-Jan-10,509.88,527.12,527.12,509.38,-,-3.27%
14-Jan-10,527.12,534.88,534.88,526.12,-,-1.49%
13-Jan-10,535.12,537.88,537.88,519.62,-,-0.51%
12-Jan-10,537.88,574.25,574.25,520.88,-,-6.33%
11-Jan-10,574.25,568.12,574.5,563.88,-,1.08%
8-Jan-10,568.12,556.62,569.62,553.88,-,2.07%
7-Jan-10,556.62,567,567,556.38,-,-1.85%
6-Jan-10,567.12,552.62,567.62,551.25,-,2.62%
5-Jan-10,552.62,557.62,559.88,552.12,-,-0.90%
4-Jan-10,557.62,540.75,561.12,540.75,-,3.12%
1-Jan-10,540.75,540.75,540.75,540.75,-,-0.07%
31-Dec-09,541.12,543.62,549.88,540.62,-,-0.48%
30-Dec-09,543.75,540.75,549.88,540.62,-,0.60%
29-Dec-09,540.5,550.38,553.62,540.12,-,-1.79%
28-Dec-09,550.38,525.75,550.62,525.75,-,4.68%
25-Dec-09,525.75,525.75,525.75,525.75,-,0.00%
24-Dec-09,525.75,529.62,529.62,521,-,-0.73%
23-Dec-09,529.62,522.25,529.62,522.25,-,1.39%
22-Dec-09,522.38,519.5,524.75,515.62,-,0.58%
21-Dec-09,519.38,527.12,529.38,519.12,-,-1.47%
20-Dec-09,527.12,527.12,527.12,527.12,-,0.00%
18-Dec-09,527.12,522.62,528.88,515.12,-,0.86%
17-Dec-09,522.62,539.38,539.38,514.38,-,-3.13%
16-Dec-09,539.5,536.12,542.38,527.88,-,0.63%
15-Dec-09,536.12,543.88,543.88,536.12,-,-1.38%
14-Dec-09,543.62,538,547.88,534.12,-,1.05%
13-Dec-09,538,538,538,538,-,0.00%
11-Dec-09,538,539.12,542.12,530.5,-,-0.02%
10-Dec-09,538.12,532.38,543.88,530.12,-,0.65%
9-Dec-09,534.62,539.62,544.12,532.62,-,-0.93%
8-Dec-09,539.62,546.75,547.38,537.62,-,-1.46%
7-Dec-09,547.62,555.12,559.88,547.62,-,-1.79%
6-Dec-09,557.62,557.62,557.62,557.62,-,0.04%
4-Dec-09,557.38,569.12,569.12,555.62,-,-2.39%
3-Dec-09,571,576.12,579.38,569.38,-,-0.98%
2-Dec-09,576.62,583.88,583.88,570.88,-,-1.22%
1-Dec-09,583.75,586.5,597.88,580.12,-,-0.47%
30-Nov-09,586.5,576.12,589.88,575.75,-,3.05%
29-Nov-09,569.12,569.12,569.12,569.12,-,-0.02%
27-Nov-09,569.25,569.12,571.75,559.12,-,0.00%
25-Nov-09,569.25,565.38,575.12,555.88,-,2.87%
24-Nov-09,553.38,578.38,578.38,552.12,-,-4.32%
23-Nov-09,578.38,579.5,600.38,577.88,-,-0.19%
22-Nov-09,579.5,579.5,579.5,579.5,-,3.83%
20-Nov-09,558.12,562.62,562.62,553.88,-,-0.82%
19-Nov-09,562.75,565.12,571.12,551.38,-,-0.42%
18-Nov-09,565.12,574.5,583.12,565.12,-,-1.63%
17-Nov-09,574.5,556.75,575.38,555.75,-,2.16%
16-Nov-09,562.38,539.5,563.62,539.5,-,4.24%
15-Nov-09,539.5,539.5,539.5,539.5,-,-0.02%
13-Nov-09,539.62,531.12,540.12,531.12,-,1.60%
12-Nov-09,531.12,530.38,541.62,522.25,-,0.14%
11-Nov-09,530.38,521.38,539.38,521.38,-,1.68%
10-Nov-09,521.62,511.38,526.75,507.88,-,0.36%
9-Nov-09,519.75,497.88,523.88,497.88,-,4.39%
8-Nov-09,497.88,497.88,497.88,497.88,-,0.00%
6-Nov-09,497.88,512.12,512.12,496.62,-,-2.81%
5-Nov-09,512.25,521.75,521.75,510.88,-,-1.82%
4-Nov-09,521.75,517.88,527.75,505.62,-,1.38%
2-Nov-09,514.62,496.38,518.12,495.62,-,4.25%
1-Nov-09,493.62,493.62,493.62,493.62,-,0.00%
30-Oct-09,493.62,504.38,504.38,488.12,-,-2.13%
29-Oct-09,504.38,493.88,511.12,493.88,-,2.13%
28-Oct-09,493.88,495.75,508.62,493.62,-,-1.79%
27-Oct-09,502.88,527.25,527.25,502.88,-,-4.60%
26-Oct-09,527.12,547.38,558.38,526.12,-,-3.70%
25-Oct-09,547.38,547.38,547.38,547.38,-,0.07%
23-Oct-09,547,552.12,574.62,547,-,-0.97%
22-Oct-09,552.38,542,555.62,541.62,-,1.84%
21-Oct-09,542.38,519,548.12,519,-,4.53%
20-Oct-09,518.88,517.5,526.62,509,-,0.27%
19-Oct-09,517.5,497.5,522.62,497.5,-,4.02%
18-Oct-09,497.5,497.5,497.5,497.5,-,-0.05%
16-Oct-09,497.75,505.38,506.62,495.62,-,-1.51%
15-Oct-09,505.38,513.5,513.62,496.5,-,-1.58%
14-Oct-09,513.5,512.88,528.5,505.12,-,0.17%
