Offense,Defense,Week,Start xPts,End xPts
ARI,NE,1,1.90,0.00
ARI,NE,1,1.24,0.00
ARI,NE,1,1.62,0.00
ARI,NE,1,2.89,7.00
ARI,NE,1,2.52,0.00
ARI,NE,1,2.23,0.00
ARI,NE,1,1.90,0.00
ARI,NE,1,3.88,7.00
ARI,NE,1,1.71,7.00
ARI,NE,1,1.10,2.20
ATL,TB,1,1.62,0.00
ATL,TB,1,1.90,2.74
ATL,TB,1,2.42,0.00
ATL,TB,1,4.83,7.00
ATL,TB,1,1.90,0.00
ATL,TB,1,2.56,2.74
ATL,TB,1,1.90,0.00
ATL,TB,1,1.71,0.00
ATL,TB,1,2.09,7.00
ATL,TB,1,1.43,0.00
ATL,TB,1,2.61,2.84
ATL,TB,1,1.15,0.00
BAL,BUF,1,1.38,0.00
BAL,BUF,1,2.33,2.39
BAL,BUF,1,1.15,2.01
BAL,BUF,1,1.43,7.00
BAL,BUF,1,1.81,0.00
BAL,BUF,1,2.56,0.00
BAL,BUF,1,1.15,0.00
BAL,BUF,1,2.14,0.00
BAL,BUF,1,1.76,2.65
BAL,BUF,1,2.42,0.00
BUF,BAL,1,2.23,0.00
BUF,BAL,1,3.22,0.00
BUF,BAL,1,1.90,0.00
BUF,BAL,1,1.90,7.00
BUF,BAL,1,1.90,2.07
BUF,BAL,1,2.04,0.00
BUF,BAL,1,2.70,0.00
BUF,BAL,1,2.37,0.00
BUF,BAL,1,1.76,0.00
CAR,DEN,1,2.09,7.00
CAR,DEN,1,2.42,0.00
CAR,DEN,1,1.24,7.00
CAR,DEN,1,1.76,2.37
CAR,DEN,1,1.90,0.00
CAR,DEN,1,1.24,0.00
CAR,DEN,1,2.56,0.00
CAR,DEN,1,1.90,1.89
CAR,DEN,1,1.90,2.68
CAR,DEN,1,2.61,2.01
CHI,HOU,1,1.90,7.00
CHI,HOU,1,3.55,0.00
CHI,HOU,1,1.19,0.00
CHI,HOU,1,1.76,0.00
CHI,HOU,1,1.90,7.00
CHI,HOU,1,1.52,1.41
CHI,HOU,1,1.90,0.00
CHI,HOU,1,2.56,0.00
CHI,HOU,1,1.38,0.00
CHI,HOU,1,1.52,0.00
CHI,HOU,1,1.95,0.00
CHI,HOU,1,1.71,0.00
CIN,NYJ,1,1.90,0.00
CIN,NYJ,1,1.71,0.60
CIN,NYJ,1,1.67,2.76
CIN,NYJ,1,1.76,7.00
CIN,NYJ,1,1.90,0.00
CIN,NYJ,1,1.43,2.93
CIN,NYJ,1,2.42,0.00
CIN,NYJ,1,1.10,7.00
CIN,NYJ,1,1.90,1.87
CIN,NYJ,1,1.48,2.20
CIN,NYJ,1,4.26,0.00
CLE,PHI,1,1.90,0.00
CLE,PHI,1,1.67,0.00
CLE,PHI,1,2.42,0.00
CLE,PHI,1,1.90,7.00
CLE,PHI,1,1.67,3.77
CLE,PHI,1,1.90,0.00
CLE,PHI,1,1.90,2.71
CLE,PHI,1,1.43,-2.00
CLE,PHI,1,1.90,0.00
CLE,PHI,1,0.77,0.00
CLE,PHI,1,1.67,0.00
CLE,PHI,1,1.10,0.00
CLE,PHI,1,1.90,0.00
DAL,NYG,1,1.90,2.91
DAL,NYG,1,1.19,1.57
DAL,NYG,1,1.90,2.89
DAL,NYG,1,3.79,7.00
DAL,NYG,1,2.61,0.00
DAL,NYG,1,1.90,1.72
DAL,NYG,1,1.67,0.00
DAL,NYG,1,1.90,0.00
DAL,NYG,1,1.67,0.00
DEN,CAR,1,1.90,3.72
DEN,CAR,1,1.90,2.45
DEN,CAR,1,1.67,7.00
DEN,CAR,1,1.90,0.00
DEN,CAR,1,1.90,0.00
DEN,CAR,1,1.67,4.03
DEN,CAR,1,1.38,0.00
DEN,CAR,1,1.76,7.00
DEN,CAR,1,4.36,7.00
DEN,CAR,1,1.90,0.00
DEN,CAR,1,2.61,0.00
DET,IND,1,1.67,7.00
DET,IND,1,1.67,0.00
DET,IND,1,1.57,7.00
DET,IND,1,1.90,7.00
DET,IND,1,1.90,0.00
DET,IND,1,1.90,0.00
DET,IND,1,1.62,0.00
DET,IND,1,2.09,7.00
DET,IND,1,1.90,0.00
DET,IND,1,1.90,7.00
DET,IND,1,1.90,2.42
GB,JAC,1,4.07,7.00
GB,JAC,1,0.86,0.00
GB,JAC,1,1.90,0.00
GB,JAC,1,0.86,0.00
GB,JAC,1,1.90,7.00
GB,JAC,1,1.90,7.00
GB,JAC,1,1.90,2.89
GB,JAC,1,1.90,2.93
GB,JAC,1,1.57,0.00
GB,JAC,1,1.43,0.00
HOU,CHI,1,2.00,3.31
HOU,CHI,1,1.85,0.00
HOU,CHI,1,2.19,2.85
HOU,CHI,1,2.56,7.00
HOU,CHI,1,1.52,0.00
HOU,CHI,1,2.00,0.00
HOU,CHI,1,4.26,2.85
HOU,CHI,1,2.19,0.00
HOU,CHI,1,1.15,0.00
HOU,CHI,1,2.42,7.00
HOU,CHI,1,2.33,2.62
HOU,CHI,1,1.85,0.00
HOU,CHI,1,3.32,0.00
IND,DET,1,1.90,0.00
IND,DET,1,1.90,0.00
IND,DET,1,1.81,0.00
IND,DET,1,1.71,2.01
IND,DET,1,1.90,7.00
IND,DET,1,1.43,7.00
IND,DET,1,2.52,0.00
IND,DET,1,1.90,2.55
IND,DET,1,1.01,7.00
IND,DET,1,1.90,7.00
JAC,GB,1,1.57,1.01
JAC,GB,1,1.90,0.00
JAC,GB,1,3.18,7.00
JAC,GB,1,1.71,0.00
JAC,GB,1,2.94,2.88
JAC,GB,1,1.90,7.00
JAC,GB,1,1.90,0.00
JAC,GB,1,1.90,2.58
JAC,GB,1,2.19,2.01
JAC,GB,1,2.47,0.00
KC,SD,1,1.90,2.20
KC,SD,1,1.90,0.00
KC,SD,1,1.90,0.00
KC,SD,1,1.90,0.00
KC,SD,1,1.90,0.00
KC,SD,1,1.24,0.00
KC,SD,1,1.90,7.00
KC,SD,1,1.90,2.47
KC,SD,1,2.80,7.00
KC,SD,1,1.81,2.76
KC,SD,1,3.46,7.00
KC,SD,1,2.14,7.00
LA,SF,1,1.90,0.00
LA,SF,1,1.15,0.00
LA,SF,1,1.71,0.00
LA,SF,1,2.42,2.85
LA,SF,1,1.90,0.00
LA,SF,1,2.56,0.00
LA,SF,1,2.56,0.00
LA,SF,1,2.66,0.00
LA,SF,1,1.52,0.00
LA,SF,1,2.04,0.00
LA,SF,1,3.65,3.63
LA,SF,1,1.90,0.00
LA,SF,1,2.04,0.00
LA,SF,1,2.80,0.00
MIA,SEA,1,1.62,0.00
MIA,SEA,1,1.67,0.00
MIA,SEA,1,2.09,0.00
MIA,SEA,1,3.46,2.51
MIA,SEA,1,2.00,0.00
MIA,SEA,1,2.52,0.00
MIA,SEA,1,2.66,0.00
MIA,SEA,1,1.95,0.00
MIA,SEA,1,2.19,0.00
MIA,SEA,1,3.74,2.86
MIA,SEA,1,1.38,7.00
MIA,SEA,1,1.57,0.00
MIN,TEN,1,1.67,0.00
MIN,TEN,1,1.90,2.65
MIN,TEN,1,1.19,0.00
MIN,TEN,1,1.90,1.57
MIN,TEN,1,3.84,2.01
MIN,TEN,1,2.00,2.76
MIN,TEN,1,2.19,2.31
MIN,TEN,1,3.27,0.00
MIN,TEN,1,2.75,2.82
MIN,TEN,1,3.08,0.00
NE,ARI,1,1.95,7.00
NE,ARI,1,1.10,2.20
NE,ARI,1,1.48,1.42
NE,ARI,1,1.95,0.00
NE,ARI,1,2.19,0.00
NE,ARI,1,1.90,7.00
NE,ARI,1,2.04,1.93
NE,ARI,1,1.90,1.79
NE,ARI,1,1.90,2.78
NE,ARI,1,2.47,0.00
NO,OAK,1,1.90,0.61
NO,OAK,1,1.24,2.46
NO,OAK,1,1.90,7.00
NO,OAK,1,1.67,7.00
NO,OAK,1,2.23,0.00
NO,OAK,1,1.19,0.00
NO,OAK,1,0.82,7.00
NO,OAK,1,1.85,1.94
NO,OAK,1,2.09,2.93
NO,OAK,1,1.48,7.00
NO,OAK,1,1.81,1.05
NYG,DAL,1,1.90,0.00
NYG,DAL,1,1.90,7.00
NYG,DAL,1,1.90,7.00
NYG,DAL,1,1.85,1.31
NYG,DAL,1,1.38,0.00
NYG,DAL,1,1.29,0.00
NYG,DAL,1,1.90,0.00
NYG,DAL,1,2.89,7.00
NYG,DAL,1,1.81,0.00
NYJ,CIN,1,1.76,7.00
NYJ,CIN,1,3.79,2.92
NYJ,CIN,1,1.81,0.00
NYJ,CIN,1,3.60,7.00
NYJ,CIN,1,2.85,2.31
NYJ,CIN,1,1.24,0.00
NYJ,CIN,1,1.48,0.00
NYJ,CIN,1,1.90,2.93
NYJ,CIN,1,2.70,2.90
NYJ,CIN,1,1.90,0.61
OAK,NO,1,4.45,2.20
OAK,NO,1,1.15,7.00
OAK,NO,1,1.43,0.00
OAK,NO,1,1.85,0.00
OAK,NO,1,1.57,0.00
OAK,NO,1,1.90,0.00
OAK,NO,1,2.14,0.00
OAK,NO,1,1.90,2.80
OAK,NO,1,2.61,7.00
OAK,NO,1,1.90,7.00
OAK,NO,1,1.90,7.00
PHI,CLE,1,1.90,7.00
PHI,CLE,1,1.95,0.00
PHI,CLE,1,3.46,2.26
PHI,CLE,1,3.79,2.92
PHI,CLE,1,1.81,0.00
PHI,CLE,1,1.71,2.65
PHI,CLE,1,1.90,0.00
PHI,CLE,1,2.00,7.00
PHI,CLE,1,1.71,0.00
PHI,CLE,1,3.22,0.00
PHI,CLE,1,2.09,0.00
PHI,CLE,1,4.73,7.00
PIT,WAS,1,1.34,0.00
PIT,WAS,1,1.90,2.62
PIT,WAS,1,1.90,7.00
PIT,WAS,1,2.28,7.00
PIT,WAS,1,1.90,2.26
PIT,WAS,1,1.90,7.00
PIT,WAS,1,1.90,0.00
PIT,WAS,1,2.00,7.00
PIT,WAS,1,3.32,7.00
PIT,WAS,1,1.67,0.00
SD,KC,1,1.90,7.00
SD,KC,1,1.67,7.00
SD,KC,1,3.65,7.00
SD,KC,1,1.01,0.00
SD,KC,1,1.76,0.00
SD,KC,1,2.00,0.00
SD,KC,1,3.32,2.84
SD,KC,1,1.90,2.85
SD,KC,1,3.37,1.72
SD,KC,1,1.52,0.00
SD,KC,1,1.90,0.00
SD,KC,1,1.90,0.00
SEA,MIA,1,1.90,0.00
SEA,MIA,1,2.28,2.58
SEA,MIA,1,1.52,0.00
SEA,MIA,1,1.57,0.81
SEA,MIA,1,1.90,0.00
SEA,MIA,1,1.67,0.00
SEA,MIA,1,1.10,2.62
SEA,MIA,1,1.62,0.00
SEA,MIA,1,3.03,0.00
SEA,MIA,1,1.24,2.21
SEA,MIA,1,1.67,0.00
SEA,MIA,1,1.90,7.00
SF,LA,1,1.57,0.00
SF,LA,1,2.99,7.00
SF,LA,1,1.81,0.00
SF,LA,1,2.66,7.00
SF,LA,1,1.19,3.08
SF,LA,1,1.67,0.00
SF,LA,1,1.95,0.00
SF,LA,1,1.90,0.00
SF,LA,1,1.57,0.00
SF,LA,1,2.37,0.00
SF,LA,1,1.48,0.00
SF,LA,1,1.81,7.00
SF,LA,1,1.67,7.00
SF,LA,1,1.62,0.00
TB,ATL,1,2.52,2.42
TB,ATL,1,1.90,0.00
TB,ATL,1,1.15,-0.03
TB,ATL,1,1.90,7.00
TB,ATL,1,1.15,0.00
TB,ATL,1,1.90,7.00
TB,ATL,1,1.90,7.00
TB,ATL,1,1.10,7.00
TB,ATL,1,1.90,0.00
TB,ATL,1,1.10,0.00
TB,ATL,1,1.52,0.00
TB,ATL,1,4.12,0.00
TEN,MIN,1,2.09,0.00
TEN,MIN,1,2.47,2.85
TEN,MIN,1,2.00,0.00
TEN,MIN,1,2.00,7.00
TEN,MIN,1,1.67,0.00
TEN,MIN,1,2.33,4.07
TEN,MIN,1,1.90,0.00
TEN,MIN,1,1.90,1.90
TEN,MIN,1,1.90,2.17
TEN,MIN,1,1.43,0.00
TEN,MIN,1,1.95,7.00
WAS,PIT,1,1.90,0.00
WAS,PIT,1,2.28,2.80
WAS,PIT,1,3.70,2.51
WAS,PIT,1,1.90,0.00
WAS,PIT,1,1.90,0.00
WAS,PIT,1,1.90,2.80
WAS,PIT,1,2.23,2.74
WAS,PIT,1,1.81,7.00
WAS,PIT,1,1.90,0.00
WAS,PIT,1,1.90,4.42
ARI,TB,2,1.90,0.00
ARI,TB,2,1.90,0.00
ARI,TB,2,2.28,7.00
ARI,TB,2,4.55,2.91
ARI,TB,2,1.15,0.00
ARI,TB,2,2.23,7.00
ARI,TB,2,1.95,7.00
ARI,TB,2,1.90,2.55
ARI,TB,2,2.37,7.00
ARI,TB,2,1.67,0.00
ARI,TB,2,1.57,0.00
ARI,TB,2,1.48,0.00
ATL,OAK,2,1.90,0.00
ATL,OAK,2,0.91,0.00
ATL,OAK,2,1.15,2.93
ATL,OAK,2,1.90,7.00
ATL,OAK,2,5.08,2.93
ATL,OAK,2,1.90,4.92
ATL,OAK,2,1.43,7.00
ATL,OAK,2,1.90,7.00
ATL,OAK,2,3.08,7.00
ATL,OAK,2,1.34,0.00
BAL,CLE,2,2.94,0.00
BAL,CLE,2,1.90,1.68
BAL,CLE,2,1.90,0.00
BAL,CLE,2,0.86,0.00
BAL,CLE,2,1.90,7.00
BAL,CLE,2,2.56,1.87
BAL,CLE,2,1.90,7.00
BAL,CLE,2,2.85,4.07
BAL,CLE,2,1.52,0.00
BAL,CLE,2,2.70,2.07
BAL,CLE,2,2.42,2.51
BAL,CLE,2,0.77,0.00
BUF,NYJ,2,1.57,7.00
BUF,NYJ,2,1.95,0.00
BUF,NYJ,2,1.90,0.00
BUF,NYJ,2,1.90,2.58
BUF,NYJ,2,1.90,7.00
BUF,NYJ,2,2.28,0.00
BUF,NYJ,2,2.94,2.69
BUF,NYJ,2,1.76,0.00
BUF,NYJ,2,1.90,7.00
BUF,NYJ,2,1.43,0.00
CAR,SF,2,1.15,0.61
CAR,SF,2,1.67,0.00
CAR,SF,2,1.48,2.58
CAR,SF,2,1.76,7.00
CAR,SF,2,1.57,0.00
CAR,SF,2,1.62,0.00
CAR,SF,2,2.89,2.58
CAR,SF,2,2.19,7.00
CAR,SF,2,1.90,7.00
CAR,SF,2,1.15,1.50
CAR,SF,2,3.65,2.80
CAR,SF,2,2.09,2.07
CAR,SF,2,3.84,7.00
CAR,SF,2,4.17,2.51
CHI,PHI,2,1.85,0.00
CHI,PHI,2,1.90,2.80
CHI,PHI,2,2.37,7.00
CHI,PHI,2,3.18,0.00
CHI,PHI,2,1.38,0.00
CHI,PHI,2,2.09,3.41
CHI,PHI,2,1.24,0.00
CHI,PHI,2,1.85,1.85
CHI,PHI,2,1.90,2.94
CHI,PHI,2,1.71,0.00
CIN,PIT,2,1.67,0.00
CIN,PIT,2,1.81,0.00
CIN,PIT,2,1.90,2.89
CIN,PIT,2,1.19,0.00
CIN,PIT,2,1.15,0.00
CIN,PIT,2,0.86,0.00
CIN,PIT,2,1.90,0.00
CIN,PIT,2,2.23,2.76
CIN,PIT,2,1.90,0.00
CIN,PIT,2,1.10,0.00
CIN,PIT,2,1.90,2.93
CIN,PIT,2,1.15,0.00
CIN,PIT,2,1.90,7.00
CIN,PIT,2,1.90,3.60
CIN,PIT,2,1.67,1.67
CLE,BAL,2,1.90,7.00
CLE,BAL,2,1.43,7.00
CLE,BAL,2,4.17,7.00
CLE,BAL,2,2.00,0.00
CLE,BAL,2,1.19,0.00
CLE,BAL,2,1.67,2.14
CLE,BAL,2,1.24,0.00
CLE,BAL,2,1.67,0.00
CLE,BAL,2,2.23,1.87
CLE,BAL,2,1.90,0.00
CLE,BAL,2,1.90,4.03
DAL,WAS,2,1.67,2.92
DAL,WAS,2,1.01,7.00
DAL,WAS,2,1.90,0.00
DAL,WAS,2,2.80,2.80
DAL,WAS,2,1.90,0.00
DAL,WAS,2,1.90,7.00
DAL,WAS,2,1.90,2.21
DAL,WAS,2,2.14,0.00
DAL,WAS,2,1.67,7.00
DAL,WAS,2,3.41,0.00
DEN,IND,2,1.90,1.72
DEN,IND,2,1.90,2.91
DEN,IND,2,1.67,0.00
DEN,IND,2,2.19,7.00
DEN,IND,2,2.19,4.50
DEN,IND,2,1.90,2.42
DEN,IND,2,1.90,2.76
DEN,IND,2,1.48,0.00
DEN,IND,2,1.90,2.71
DET,TEN,2,2.66,0.00
DET,TEN,2,1.71,7.00
DET,TEN,2,2.00,0.00
DET,TEN,2,0.77,2.46
DET,TEN,2,2.33,0.00
DET,TEN,2,1.90,0.00
DET,TEN,2,2.04,2.86
DET,TEN,2,1.90,0.00
DET,TEN,2,2.42,0.00
DET,TEN,2,1.90,1.55
GB,MIN,2,1.19,1.19
GB,MIN,2,1.19,0.00
GB,MIN,2,2.99,7.00
GB,MIN,2,1.19,0.00
GB,MIN,2,1.90,0.00
GB,MIN,2,1.85,0.00
GB,MIN,2,1.90,0.00
GB,MIN,2,1.85,0.00
GB,MIN,2,1.38,0.00
GB,MIN,2,1.90,7.00
GB,MIN,2,1.43,3.55
GB,MIN,2,1.15,1.32
HOU,KC,2,1.48,4.52
HOU,KC,2,4.17,7.00
HOU,KC,2,1.43,0.00
HOU,KC,2,1.81,0.00
HOU,KC,2,1.43,0.00
HOU,KC,2,1.52,2.78
HOU,KC,2,4.78,2.90
HOU,KC,2,3.60,1.49
HOU,KC,2,1.01,0.00
HOU,KC,2,2.89,0.00
HOU,KC,2,2.09,3.74
HOU,KC,2,2.61,2.80
HOU,KC,2,1.90,2.37
HOU,KC,2,3.13,0.00
IND,DEN,2,2.80,2.14
IND,DEN,2,1.90,0.00
IND,DEN,2,1.29,0.00
IND,DEN,2,1.90,0.00
IND,DEN,2,2.85,1.87
IND,DEN,2,1.90,0.00
IND,DEN,2,1.71,7.00
IND,DEN,2,2.04,0.79
IND,DEN,2,1.90,0.00
IND,DEN,2,1.67,7.00
IND,DEN,2,1.90,1.90
IND,DEN,2,1.90,0.00
JAC,SD,2,1.62,0.00
JAC,SD,2,1.38,0.72
JAC,SD,2,1.90,1.72
JAC,SD,2,1.90,0.29
JAC,SD,2,1.01,3.60
JAC,SD,2,1.10,0.00
JAC,SD,2,1.85,0.00
JAC,SD,2,1.90,0.00
JAC,SD,2,2.04,0.00
JAC,SD,2,1.90,7.00
JAC,SD,2,1.90,0.00
JAC,SD,2,2.61,7.00
KC,HOU,2,1.62,1.74
KC,HOU,2,2.09,0.00
KC,HOU,2,2.42,0.00
KC,HOU,2,3.84,1.72
KC,HOU,2,2.19,0.00
KC,HOU,2,1.81,3.13
KC,HOU,2,1.57,2.15
KC,HOU,2,2.04,0.00
KC,HOU,2,2.00,0.00
KC,HOU,2,1.38,0.00
KC,HOU,2,3.03,2.42
KC,HOU,2,2.19,2.71
KC,HOU,2,1.29,2.82
LA,SEA,2,1.90,2.58
LA,SEA,2,2.56,0.00
LA,SEA,2,1.90,0.00
LA,SEA,2,2.52,0.00
LA,SEA,2,1.67,2.85
LA,SEA,2,0.96,0.00
LA,SEA,2,1.34,2.20
LA,SEA,2,2.23,0.00
LA,SEA,2,1.24,0.00
LA,SEA,2,2.09,0.00
MIA,NE,2,1.90,0.00
MIA,NE,2,1.90,0.00
MIA,NE,2,1.19,0.00
MIA,NE,2,1.38,0.00
MIA,NE,2,2.70,2.06
MIA,NE,2,1.90,3.09
MIA,NE,2,1.38,2.86
MIA,NE,2,1.90,3.84
MIA,NE,2,1.90,7.00
MIA,NE,2,1.29,7.00
MIA,NE,2,1.95,7.00
MIA,NE,2,2.09,2.43
MIN,GB,2,1.90,0.00
MIN,GB,2,2.94,0.00
MIN,GB,2,1.81,0.00
MIN,GB,2,2.89,7.00
MIN,GB,2,2.33,0.00
MIN,GB,2,1.34,2.26
MIN,GB,2,1.81,0.00
MIN,GB,2,1.34,7.00
MIN,GB,2,2.80,0.00
MIN,GB,2,2.80,0.00
MIN,GB,2,2.85,0.00
NE,MIA,2,1.90,7.00
NE,MIA,2,1.90,7.00
NE,MIA,2,1.85,7.00
NE,MIA,2,3.18,0.00
NE,MIA,2,2.19,1.58
NE,MIA,2,2.99,2.74
NE,MIA,2,3.13,0.00
NE,MIA,2,2.23,7.00
NE,MIA,2,1.90,0.00
NE,MIA,2,1.62,0.00
NE,MIA,2,1.90,2.58
NE,MIA,2,1.67,0.00
NO,NYG,2,1.62,0.00
NO,NYG,2,2.23,0.00
NO,NYG,2,0.86,0.00
NO,NYG,2,2.42,0.00
NO,NYG,2,1.48,0.00
NO,NYG,2,4.26,2.62
NO,NYG,2,1.90,2.58
NO,NYG,2,2.75,0.00
NO,NYG,2,1.95,7.00
NO,NYG,2,1.90,0.00
NO,NYG,2,1.95,2.31
NYG,NO,2,1.67,0.00
NYG,NO,2,1.52,0.00
NYG,NO,2,2.28,3.40
NYG,NO,2,1.34,1.78
NYG,NO,2,1.67,1.38
NYG,NO,2,1.76,0.00
NYG,NO,2,1.90,1.79
NYG,NO,2,1.48,2.14
NYG,NO,2,1.90,2.94
NYG,NO,2,1.67,0.00
NYG,NO,2,1.90,2.91
NYJ,BUF,2,1.90,2.85
NYJ,BUF,2,1.38,2.84
NYJ,BUF,2,2.33,7.00
NYJ,BUF,2,1.81,7.00
NYJ,BUF,2,1.19,0.00
NYJ,BUF,2,1.67,1.75
NYJ,BUF,2,2.00,0.00
NYJ,BUF,2,1.48,7.00
NYJ,BUF,2,1.34,2.68
NYJ,BUF,2,2.80,7.00
NYJ,BUF,2,2.85,0.00
OAK,ATL,2,1.01,0.00
OAK,ATL,2,2.42,0.00
OAK,ATL,2,1.15,7.00
OAK,ATL,2,0.82,0.00
OAK,ATL,2,1.90,1.42
OAK,ATL,2,1.62,7.00
OAK,ATL,2,1.67,0.00
OAK,ATL,2,1.90,7.00
OAK,ATL,2,1.90,0.00
OAK,ATL,2,1.90,7.00
OAK,ATL,2,1.67,0.00
PHI,CHI,2,2.89,2.89
PHI,CHI,2,1.71,0.00
PHI,CHI,2,1.95,0.00
PHI,CHI,2,1.29,2.84
PHI,CHI,2,2.00,1.79
PHI,CHI,2,1.95,0.00
PHI,CHI,2,2.94,0.00
PHI,CHI,2,2.23,7.00
PHI,CHI,2,5.81,7.00
PHI,CHI,2,3.27,7.00
PHI,CHI,2,1.62,0.00
PHI,CHI,2,3.03,0.00
PIT,CIN,2,1.90,0.00
PIT,CIN,2,1.48,2.05
PIT,CIN,2,2.33,7.00
PIT,CIN,2,1.67,0.00
PIT,CIN,2,2.47,0.00
PIT,CIN,2,3.03,0.00
PIT,CIN,2,3.74,2.14
PIT,CIN,2,1.10,1.67
PIT,CIN,2,2.28,0.00
PIT,CIN,2,1.15,7.00
PIT,CIN,2,1.90,0.00
PIT,CIN,2,2.23,7.00
PIT,CIN,2,1.90,0.00
PIT,CIN,2,3.27,0.00
SD,JAC,2,1.90,7.00
SD,JAC,2,2.28,0.00
SD,JAC,2,3.84,7.00
SD,JAC,2,2.80,7.00
SD,JAC,2,4.59,4.85
SD,JAC,2,2.19,0.00
SD,JAC,2,2.85,7.00
SD,JAC,2,1.62,0.00
SD,JAC,2,1.05,7.00
SD,JAC,2,3.41,2.89
SD,JAC,2,1.52,0.00
SD,JAC,2,3.41,0.00
SEA,LA,2,1.90,0.00
SEA,LA,2,1.62,2.91
SEA,LA,2,1.62,0.00
SEA,LA,2,1.29,0.00
SEA,LA,2,1.38,2.77
SEA,LA,2,1.90,0.00
SEA,LA,2,1.19,0.00
SEA,LA,2,1.90,0.00
SEA,LA,2,1.15,0.00
SEA,LA,2,1.29,2.50
SF,CAR,2,4.40,2.84
SF,CAR,2,1.29,0.96
SF,CAR,2,1.38,0.00
SF,CAR,2,2.66,7.00
SF,CAR,2,1.90,0.00
SF,CAR,2,1.29,0.00
SF,CAR,2,0.82,0.00
SF,CAR,2,2.14,0.00
SF,CAR,2,1.90,0.00
SF,CAR,2,1.76,0.00
SF,CAR,2,4.64,2.58
SF,CAR,2,5.92,7.00
SF,CAR,2,1.90,7.00
SF,CAR,2,1.90,1.26
SF,CAR,2,1.90,-0.04
SF,CAR,2,1.90,0.00
TB,ARI,2,1.52,3.13
TB,ARI,2,1.05,0.00
TB,ARI,2,1.90,1.36
TB,ARI,2,1.90,0.00
TB,ARI,2,3.03,3.49
TB,ARI,2,1.90,0.00
TB,ARI,2,1.34,0.00
TB,ARI,2,1.90,7.00
TB,ARI,2,1.90,3.51
TB,ARI,2,1.90,2.37
TB,ARI,2,1.90,0.00
TB,ARI,2,1.71,0.00
TB,ARI,2,1.62,0.00
TB,ARI,2,3.51,0.62
TEN,DET,2,1.05,1.94
TEN,DET,2,0.96,-2.00
TEN,DET,2,1.90,2.26
TEN,DET,2,1.05,0.00
TEN,DET,2,1.57,0.00
TEN,DET,2,1.01,2.70
TEN,DET,2,1.90,7.00
TEN,DET,2,1.15,0.00
TEN,DET,2,1.52,7.00
TEN,DET,2,3.22,0.00
WAS,DAL,2,1.90,0.00
WAS,DAL,2,1.90,7.00
WAS,DAL,2,1.90,0.00
WAS,DAL,2,1.95,2.68
WAS,DAL,2,1.90,7.00
WAS,DAL,2,3.65,2.84
WAS,DAL,2,3.84,2.92
WAS,DAL,2,1.71,4.10
WAS,DAL,2,1.90,0.00
WAS,DAL,2,1.19,0.00
ARI,BUF,3,3.65,0.00
ARI,BUF,3,2.52,0.00
ARI,BUF,3,1.90,0.00
ARI,BUF,3,1.90,0.00
ARI,BUF,3,1.19,0.00
ARI,BUF,3,1.48,7.00
ARI,BUF,3,1.90,0.00
ARI,BUF,3,1.90,3.17
ARI,BUF,3,1.52,7.00
ARI,BUF,3,3.27,1.20
ARI,BUF,3,0.91,1.78
ARI,BUF,3,1.90,3.71
ARI,BUF,3,4.78,2.86
ARI,BUF,3,2.61,3.94
ATL,NO,3,2.80,0.00
ATL,NO,3,4.92,7.00
ATL,NO,3,1.95,7.00
ATL,NO,3,1.90,7.00
ATL,NO,3,1.01,7.00
ATL,NO,3,1.90,7.00
ATL,NO,3,1.71,2.93
ATL,NO,3,1.90,0.00
ATL,NO,3,2.23,0.00
BAL,JAC,3,2.99,0.00
BAL,JAC,3,1.01,0.00
BAL,JAC,3,1.90,7.00
BAL,JAC,3,2.09,2.42
BAL,JAC,3,1.10,0.00
BAL,JAC,3,1.90,2.46
BAL,JAC,3,1.90,2.65
BAL,JAC,3,1.90,0.00
BAL,JAC,3,1.67,0.00
BAL,JAC,3,1.90,2.36
BAL,JAC,3,2.09,1.55
BAL,JAC,3,2.75,1.79
BAL,JAC,3,3.60,0.00
BUF,ARI,3,1.67,0.00
BUF,ARI,3,1.24,0.00
BUF,ARI,3,1.76,2.94
BUF,ARI,3,2.94,7.00
BUF,ARI,3,3.60,0.94
BUF,ARI,3,2.99,7.00
BUF,ARI,3,1.90,0.00
BUF,ARI,3,3.22,7.00
BUF,ARI,3,2.19,0.00
BUF,ARI,3,2.19,0.00
BUF,ARI,3,4.03,2.31
BUF,ARI,3,0.77,-2.00
BUF,ARI,3,2.28,0.00
BUF,ARI,3,1.67,0.00
CAR,MIN,3,1.76,2.14
CAR,MIN,3,2.75,7.00
CAR,MIN,3,0.91,-2.00
CAR,MIN,3,1.19,0.00
CAR,MIN,3,3.46,1.64
CAR,MIN,3,0.82,0.00
CAR,MIN,3,1.90,1.59
CAR,MIN,3,1.67,0.00
CAR,MIN,3,2.33,0.93
CAR,MIN,3,1.90,0.00
CAR,MIN,3,1.90,2.37
CAR,MIN,3,1.67,0.00
CHI,DAL,3,1.90,0.00
CHI,DAL,3,1.90,0.00
CHI,DAL,3,1.90,2.74
CHI,DAL,3,1.90,0.00
CHI,DAL,3,1.85,0.00
CHI,DAL,3,2.47,7.00
CHI,DAL,3,2.56,1.60
CHI,DAL,3,2.47,0.00
CHI,DAL,3,1.90,7.00
CHI,DAL,3,1.24,2.31
CHI,DAL,3,1.48,0.00
CIN,DEN,3,1.95,7.00
